ind,          x,        y,    value
1154,       70.5,  5.58594,  2.02998
1155,         71,  5.58594,  1.82714
1156,       71.5,  5.58594,  1.65044
1157,         72,        5,  0.80987
1158,         80,        5, 0.309141
1159,         88,        5, 0.160391
1160,         96,        5, 0.0977062
1161,        104,        5, 0.0656393
1162,        112,        5, 0.0470926
1163,        120,        5, 0.0354173
1164,          0,    5.625, 0.0353196
1165,          8,    5.625,  0.04692
1166,         16,    5.625, 0.0653045
1167,         24,    5.625, 0.096966
1168,         32,    5.625, 0.158406
1169,         40,    5.625, 0.301851
1170,         48,    5.625, 0.761678
1171,         56,    5.625,    3.196
1172,         64,    5.625,    3.196
1173,         72,    5.625, 0.761678
1174,         80,    5.625, 0.301851
1175,         88,    5.625, 0.158406
1176,         96,    5.625, 0.096966
1177,        104,    5.625, 0.0653045
1178,        112,    5.625,  0.04692
1179,        120,    5.625, 0.0353196
1180,          0,     6.25, 0.0351258
1181,          8,     6.25, 0.0465785
1182,         16,     6.25, 0.0646448
1183,         24,     6.25, 0.0955188
1184,         32,     6.25,  0.15458
1185,         40,     6.25, 0.288256
1186,         48,     6.25,  0.68067
1187,         56,     6.25,  2.13156
1188,         64,     6.25,  2.13156
1189,         72,     6.25,  0.68067
1190,         80,     6.25, 0.288256
1191,         88,     6.25,  0.15458
1192,         96,     6.25, 0.0955188
1193,        104,     6.25, 0.0646448
1194,        112,     6.25, 0.0465785
1195,        120,     6.25, 0.0351258
1196,          0,    6.875, 0.0348389
1197,          8,    6.875, 0.0460755
1198,         16,    6.875,  0.06368
1199,         24,    6.875, 0.0934272
1200,         32,    6.875, 0.149175
1201,         40,    6.875, 0.270014
1202,         48,    6.875, 0.587021
1203,         56,    6.875,  1.42143
1204,         64,    6.875,  1.42143
1205,         72,    6.875, 0.587021
1206,         80,    6.875, 0.270014
1207,         88,    6.875, 0.149175
1208,         96,    6.875, 0.0934272
1209,        104,    6.875,  0.06368
1210,        112,    6.875, 0.0460755
1211,        120,    6.875, 0.0348389
1212,          0,      7.5, 0.0344637
1213,          8,      7.5, 0.0454215
1214,         16,      7.5, 0.0624375
1215,         24,      7.5, 0.0907769
1216,         32,      7.5, 0.142531
1217,         40,      7.5, 0.249003
1218,         48,      7.5, 0.496028
1219,         56,      7.5, 0.984237
1220,         64,      7.5, 0.984237
1221,         72,      7.5, 0.496028
1222,         80,      7.5, 0.249003
1223,         88,      7.5, 0.142531
1224,         96,      7.5, 0.0907769
1225,        104,      7.5, 0.0624375
1226,        112,      7.5, 0.0454215
1227,        120,      7.5, 0.0344637
1228,          0,    8.125, 0.0340059
1229,          8,    8.125, 0.0446296
1230,         16,    8.125, 0.0609509
1231,         24,    8.125, 0.0876682
1232,         32,    8.125, 0.135014
1233,         40,    8.125,  0.22693
1234,         48,    8.125, 0.415517
1235,         56,    8.125, 0.710914
1236,         64,    8.125, 0.710914
1237,         72,    8.125, 0.415517
1238,         80,    8.125,  0.22693
1239,         88,    8.125, 0.135014
1240,         96,    8.125, 0.0876682
1241,        104,    8.125, 0.0609509
1242,        112,    8.125, 0.0446296
1243,        120,    8.125, 0.0340059
1244,          0,     8.75, 0.0334724
1245,          8,     8.75, 0.0437151
1246,         16,     8.75, 0.0592579
1247,         24,     8.75, 0.0842078
1248,         32,     8.75, 0.126978
1249,         40,     8.75, 0.205112
1250,         48,     8.75, 0.347779
1251,         56,     8.75, 0.533222
1252,         64,     8.75, 0.533222
1253,         72,     8.75, 0.347779
1254,         80,     8.75, 0.205112
1255,         88,     8.75, 0.126978
1256,         96,     8.75, 0.0842078
1257,        104,     8.75, 0.0592579
1258,        112,     8.75, 0.0437151
1259,        120,     8.75, 0.0334724
1260,          0,    9.375, 0.0328707
1261,          8,    9.375, 0.0426944
1262,         16,    9.375, 0.0573978
1263,         24,    9.375, 0.0805006
1264,         32,    9.375, 0.118733
1265,         40,    9.375, 0.184425
1266,         48,    9.375, 0.292204
1267,         56,    9.375, 0.412837
1268,         64,    9.375, 0.412837
1269,         72,    9.375, 0.292204
1270,         80,    9.375, 0.184425
1271,         88,    9.375, 0.118733
1272,         96,    9.375, 0.0805006
1273,        104,    9.375, 0.0573978
1274,        112,    9.375, 0.0426944
1275,        120,    9.375, 0.0328707
----------------------------------------

